,Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Location,lat,long
2499,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,Brooklyn,NY,11206,KINGS,36.6666666667,7.333333333300001,8.0,2.4,50.0,15.0,40.0000000000,8.0000000000,32.7333333333,"760 BROADWAY
Brooklyn, NY 11206
(40.70033543700049, -73.94129512199964)",40.70033543700049,-73.94129512199964
2500,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,Tazewell,VA,24651,TAZEWELL,,,61.0,22.875,35.0,13.125,90.0000000000,22.5000000000,58.5,"141 BEN BOLT AVENUE
Tazewell, VA 24651
(37.12582690600044, -81.48999065599963)",37.12582690600044,-81.48999065599963
2501,490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,Virginia Beach,VA,23456,VIRGINIA BEACH CITY,77.0,15.4,63.0,18.9,66.0,19.8,20.0000000000,4.0000000000,58.1,"2025 GLENN MITCHELL DRIVE
Virginia Beach, VA 23456
(36.77563246300048, -76.09798642699963)",36.77563246300048,-76.09798642699963
2502,500019,PROVIDENCE CENTRALIA HOSPITAL,914 S SCHEUBER ROAD,Centralia,WA,98531,LEWIS,33.3333333333,6.666666666699999,37.0,11.1,6.666666666699999,2.0,50.0000000000,10.0000000000,29.7666666667,"914 S SCHEUBER ROAD
Centralia, WA 98531
(46.712201991000484, -122.98692909199968)",46.712201991000484,-122.98692909199968
2503,500039,HARRISON MEMORIAL HOSPITAL,2520 CHERRY AVENUE,Bremerton,WA,98310,KITSAP,60.0,12.0,20.0,6.0,20.0,6.0,10.0000000000,2.0000000000,26.0,"2520 CHERRY AVENUE
Bremerton, WA 98310
(47.58234894700047, -122.62597844399971)",47.58234894700047,-122.62597844399971
2504,320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,Taos,NM,87571,TAOS,86.6666666667,17.3333333333,31.0,9.3,36.6666666667,11.0,90.0000000000,18.0000000000,55.6333333333,"1397 WEIMER ROAD
Taos, NM 87571
(36.36747180800046, -105.57753976299966)",36.36747180800046,-105.57753976299966
2505,470024,NORTHWESTERN MEDICAL CENTER INC,133 FAIRFIELD STREET,Saint Albans,VT,05478,FRANKLIN,58.888888888900006,11.777777777799999,39.0,11.7,55.0,16.5,30.0000000000,6.0000000000,45.9777777778,"133 FAIRFIELD STREET
Saint Albans, VT 05478
(44.80662071800049, -73.07285157299964)",44.80662071800049,-73.07285157299964
2506,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,Harrisonburg,VA,22801,HARRISONBURG CITY,40.9090909091,8.181818181799999,41.0,12.3,66.0,19.8,40.0000000000,8.0000000000,48.281818181800006,"2010 HEALTH CAMPUS DRIVE
Harrisonburg, VA 22801
(38.40641637800047, -78.85792992999967)",38.40641637800047,-78.85792992999967
2507,490011,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,Norfolk,VA,23505,NORFOLK CITY,15.0,3.0,20.0,6.0,36.0,10.8,0.0000000000,0.0000000000,19.8,"150 KINGSLEY LANE
Norfolk, VA 23505
(36.89863720900047, -76.28211327699967)",36.89863720900047,-76.28211327699967
2508,490023,FAUQUIER HOSPITAL,500 HOSPITAL DRIVE,Warrenton,VA,20186,FAUQUIER,26.6666666667,5.3333333333,47.0,14.1,20.0,6.0,0.0000000000,0.0000000000,25.4333333333,"500 HOSPITAL DRIVE
Warrenton, VA 20186
(38.711700978000465, -77.80823420799965)",38.711700978000465,-77.80823420799965
2509,490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,9507 HOSPITAL AVENUE,Nassawadox,VA,23413,NORTHAMPTON,36.6666666667,7.333333333300001,36.0,10.8,66.6666666667,20.0,30.0000000000,6.0000000000,44.1333333333,"9507 HOSPITAL AVENUE
Nassawadox, VA 23413
(37.474458178000475, -75.86377851199967)",37.474458178000475,-75.86377851199967
2510,490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,Christiansburg,VA,24073,MONTGOMERY,45.5555555556,9.1111111111,67.0,20.1,57.5,17.25,20.0000000000,4.0000000000,50.461111111099996,"2900 LAMB CIRCLE
Christiansburg, VA 24073
(37.08894825900046, -80.50688052299967)",37.08894825900046,-80.50688052299967
2511,490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,Salem,VA,24153,SALEM CITY,96.36363636360001,19.2727272727,23.0,6.9,54.0,16.2,10.0000000000,2.0000000000,44.372727272700004,"1900 ELECTRIC ROAD
Salem, VA 24153
(37.26438431800045, -80.03317631699963)",37.26438431800045,-80.03317631699963
2512,490060,CLINCH VALLEY MEDICAL CENTER,2949 WEST FRONT STREET,Richlands,VA,24641,TAZEWELL,58.888888888900006,11.777777777799999,42.0,12.6,86.6666666667,26.0,70.0000000000,14.0000000000,64.37777777779999,"2949 WEST FRONT STREET
Richlands, VA 24641
(37.09401024100049, -81.81897733399967)",37.09401024100049,-81.81897733399967
2513,490079,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,320 HOSPITAL DRIVE,Martinsville,VA,24115,HENRY,34.4444444444,6.8888888888999995,16.0,4.8,70.0,21.0,0.0000000000,0.0000000000,32.688888888899996,"320 HOSPITAL DRIVE
Martinsville, VA 24115
(36.69833603200044, -79.86531650299963)",36.69833603200044,-79.86531650299963
2514,490088,BEDFORD MEMORIAL HOSPITAL,1613 OAKWOOD STREET,Bedford,VA,24523,BEDFORD CITY,56.0,11.2,25.0,7.5,40.0,12.0,70.0000000000,14.0000000000,44.7,"1613 OAKWOOD STREET
Bedford, VA 24523
(37.35090685500046, -79.51654385099965)",37.35090685500046,-79.51654385099965
2515,440152,REGIONAL ONE HEALTH,877 JEFFERSON AVENUE,Memphis,TN,38103,SHELBY,37.777777777800004,7.5555555556,33.0,9.9,25.0,7.5,10.0000000000,2.0000000000,26.9555555556,"877 JEFFERSON AVENUE
Memphis, TN 38103
(35.14260626200047, -90.03154725299964)",35.14260626200047,-90.03154725299964
2516,310017,CHILTON MEDICAL CENTER,97 WEST PARKWAY,Pompton Plains,NJ,07444,MORRIS,84.0,16.8,38.0,11.4,52.0,15.6,10.0000000000,2.0000000000,45.8,"97 WEST PARKWAY
Pompton Plains, NJ 07444
(40.95866895400047, -74.30787399199966)",40.95866895400047,-74.30787399199966
2517,390328,UPMC EAST,2775 MOSSIDE BOULEVARD,Monroeville,PA,15146,ALLEGHENY,79.0,15.8,43.0,12.9,45.0,13.5,0.0000000000,0.0000000000,42.2,"2775 MOSSIDE BOULEVARD
Monroeville, PA 15146
(40.43695492600045, -79.75847463699967)",40.43695492600045,-79.75847463699967
2518,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,Oceanside,NY,11572,NASSAU,79.0,15.8,21.0,6.3,36.0,10.8,0.0000000000,0.0000000000,32.9,"ONE HEALTHY WAY
Oceanside, NY 11572
(40.65297833000045, -73.63052257999965)",40.65297833000045,-73.63052257999965
2519,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,Syracuse,NY,13210,ONONDAGA,21.818181818200003,4.3636363636,19.0,5.7,56.0,16.8,10.0000000000,2.0000000000,28.8636363636,"750 EAST ADAMS STREET
Syracuse, NY 13210
(43.042666356000495, -76.14038250999965)",43.042666356000495,-76.14038250999965
2520,510012,PLEASANT VALLEY HOSPITAL,2520 VALLEY DRIVE,Point Pleasant,WV,25550,MASON,94.4444444444,18.888888888900002,60.0,18.0,46.6666666667,14.0,50.0000000000,10.0000000000,60.888888888900006,"2520 VALLEY DRIVE
Point Pleasant, WV 25550
(38.86878183400046, -82.12524599899967)",38.86878183400046,-82.12524599899967
2521,360163,CHRIST HOSPITAL,2139 AUBURN AVENUE,Cincinnati,OH,45219,HAMILTON,57.2727272727,11.4545454545,71.0,21.3,74.0,22.2,0.0000000000,0.0000000000,54.9545454545,"2139 AUBURN AVENUE
Cincinnati, OH 45219
(39.120948403000455, -84.50856857399964)",39.120948403000455,-84.50856857399964
2522,230217,OAKLAWN HOSPITAL,200 N MADISON,Marshall,MI,49068,CALHOUN,75.55555555560001,15.1111111111,61.0,18.3,70.0,21.0,20.0000000000,4.0000000000,58.4111111111,"200 N MADISON
Marshall, MI 49068
(42.27336028200045, -84.95773380999964)",42.27336028200045,-84.95773380999964
2523,310016,CAREPOINT HEALTH-CHRIST HOSPITAL,176 PALISADE AVE,Jersey City,NJ,07306,HUDSON,47.0,9.4,21.0,6.3,56.0,16.8,0.0000000000,0.0000000000,32.5,"176 PALISADE AVE
Jersey City, NJ 07306
(40.73449252600045, -74.05035283399963)",40.73449252600045,-74.05035283399963
2524,190118,DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON STREET,Mansfield,LA,71052,DE SOTO,,,73.0,27.375,36.6666666667,13.75,20.0000000000,5.0000000000,46.125,"207 JEFFERSON STREET
Mansfield, LA 71052
(32.03694530300044, -93.70910680199967)",32.03694530300044,-93.70910680199967
2525,110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,Marietta,GA,30060,COBB,49.0909090909,9.818181818200001,33.0,9.9,42.0,12.6,10.0000000000,2.0000000000,34.3181818182,"677 CHURCH STREET
Marietta, GA 30060
(33.967963289000465, -84.55019271799966)",33.967963289000465,-84.55019271799966
2526,450379,DALLAS MEDICAL CENTER,7 MEDICAL PARKWAY,Dallas,TX,75234,DALLAS,23.3333333333,4.6666666667,5.0,1.5,40.0,12.0,10.0000000000,2.0000000000,20.1666666667,"7 MEDICAL PARKWAY
Dallas, TX 75234
(32.91500788200045, -96.87013728999966)",32.91500788200045,-96.87013728999966
2527,360144,SOUTH POINTE HOSPITAL,20000 HARVARD ROAD,Warrensville Heights,OH,44122,CUYAHOGA,57.7777777778,11.5555555556,51.0,15.3,55.0,16.5,10.0000000000,2.0000000000,45.355555555600006,"20000 HARVARD ROAD
Warrensville Heights, OH 44122
(41.4498575500005, -81.53789850799967)",41.4498575500005,-81.53789850799967
2528,260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,Blue Springs,MO,64014,JACKSON,62.0,12.4,55.0,16.5,20.0,6.0,20.0000000000,4.0000000000,38.9,"201 NW R D MIZE RD
Blue Springs, MO 64014
(39.02349605000046, -94.26515298799967)",39.02349605000046,-94.26515298799967
2529,170109,MIAMI COUNTY MEDICAL CENTER,2100 BAPTISTE DRIVE,Paola,KS,66071,MIAMI,88.8888888889,25.396825396799997,94.0,40.2857142857,,,60.0000000000,17.1428571429,82.8253968254,"2100 BAPTISTE DRIVE
Paola, KS 66071
(38.568395145000466, -94.8506159159997)",38.568395145000466,-94.8506159159997
2530,170122,VIA CHRISTI HOSPITALS WICHITA INC,929 NORTH ST FRANCIS STREET,Wichita,KS,67214,SEDGWICK,63.636363636400006,12.7272727273,19.0,5.7,24.0,7.2,0.0000000000,0.0000000000,25.6272727273,"929 NORTH ST FRANCIS STREET
Wichita, KS 67214
(37.700435412000445, -97.33172525199967)",37.700435412000445,-97.33172525199967
2531,170137,LAWRENCE MEMORIAL HOSPITAL,325 MAINE STREET,Lawrence,KS,66044,DOUGLAS,82.0,16.4,51.0,15.3,45.0,13.5,50.0000000000,10.0000000000,55.2,"325 MAINE STREET
Lawrence, KS 66044
(38.97727082500046, -95.2476461389997)",38.97727082500046,-95.2476461389997
2532,170150,SOUTH CENTRAL KS  MED CENTER,6401 PATTERSON PARKWAY,Arkansas City,KS,67005,COWLEY,56.25,11.25,44.0,13.2,20.0,6.0,0.0000000000,0.0000000000,30.45,"6401 PATTERSON PARKWAY
Arkansas City, KS 67005
(37.131985820000466, -97.03636371899967)",37.131985820000466,-97.03636371899967
2533,170183,KANSAS SURGERY & RECOVERY CENTER,2770 NORTH WEBB ROAD,Wichita,KS,67226,SEDGWICK,100.0,28.5714285714,79.0,33.8571428571,,,80.0000000000,22.8571428571,85.2857142857,"2770 NORTH WEBB ROAD
Wichita, KS 67226
(37.73321091600047, -97.22623615699968)",37.73321091600047,-97.22623615699968
2534,260228,MERCY MCCUNE BROOKS HOSPITAL,3125 DR RUSSELL SMITH WAY,Carthage,MO,64836,JASPER,24.444444444400002,6.9841269840999995,44.0,18.8571428571,,,40.0000000000,11.4285714286,37.2698412698,"3125 DR RUSSELL SMITH WAY
Carthage, MO 64836
(37.135866870000484, -94.31806813499969)",37.135866870000484,-94.31806813499969
2535,40004,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,3215 N NORTH HILLS BLVD,Fayetteville,AR,72703,WASHINGTON,51.818181818199996,10.3636363636,53.0,15.9,32.0,9.6,0.0000000000,0.0000000000,35.8636363636,"3215 N NORTH HILLS BLVD
Fayetteville, AR 72703
(36.110848820000456, -94.15791478999967)",36.110848820000456,-94.15791478999967
2536,260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,Saint Louis,MO,63141-8221,ST. LOUIS,59.0909090909,11.8181818182,48.0,14.4,58.0,17.4,10.0000000000,2.0000000000,45.6181818182,"615 NEW BALLAS ROAD
Saint Louis, MO 63141-8221
(38.667009728000494, -90.44334538499965)",38.667009728000494,-90.44334538499965
2537,360059,METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,Cleveland,OH,44109,CUYAHOGA,61.818181818199996,12.3636363636,16.0,4.8,30.0,9.0,0.0000000000,0.0000000000,26.163636363600002,"2500 METROHEALTH DRIVE
Cleveland, OH 44109
(41.462423517000445, -81.69890568999966)",41.462423517000445,-81.69890568999966
2538,340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,Mount Airy,NC,27030,SURRY,76.6666666667,15.333333333299999,47.0,14.1,60.0,18.0,60.0000000000,12.0000000000,59.4333333333,"830 ROCKFORD ST
Mount Airy, NC 27030
(36.48845618000047, -80.61119429099966)",36.48845618000047,-80.61119429099966
2539,340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE BOX 33549,Charlotte,NC,28204,MECKLENBURG,73.6363636364,14.7272727273,17.0,5.1,50.0,15.0,0.0000000000,0.0000000000,34.8272727273,"200 HAWTHORNE LANE BOX 33549
Charlotte, NC 28204
(35.213337667000474, -80.82501170499967)",35.213337667000474,-80.82501170499967
2540,340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,North Wilkesboro,NC,28659,WILKES,63.3333333333,12.666666666700001,25.0,7.5,23.3333333333,7.0,20.0000000000,4.0000000000,31.1666666667,"1370 WEST D ST
North Wilkesboro, NC 28659
(36.15854752600046, -81.15688960899968)",36.15854752600046,-81.15688960899968
2541,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,Raleigh,NC,27607,WAKE,52.7272727273,10.5454545455,60.0,18.0,40.0,12.0,30.0000000000,6.0000000000,46.5454545455,"4420 LAKE BOONE TRAIL
Raleigh, NC 27607
(35.81552390300044, -78.70397796599963)",35.81552390300044,-78.70397796599963
2542,340127,GRANVILLE HEALTH SYSTEMS,COLLEGE ST BOX 947,Oxford,NC,27565,GRANVILLE,25.555555555599998,5.1111111111000005,30.0,9.0,15.0,4.5,50.0000000000,10.0000000000,28.6111111111,"COLLEGE ST BOX 947
Oxford, NC 27565
(36.32429653900044, -78.59503816499966)",36.32429653900044,-78.59503816499966
2543,500129,TACOMA GENERAL ALLENMORE HOSPITAL,315 S MLK JR WAY,Tacoma,WA,98405,PIERCE,47.2727272727,9.4545454545,15.0,4.5,36.0,10.8,30.0000000000,6.0000000000,30.754545454499997,"315 S MLK JR WAY
Tacoma, WA 98405
(47.25952682600047, -122.45339082599969)",47.25952682600047,-122.45339082599969
2544,360266,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,7333 SMITH'S MILL ROAD,New Albany,OH,43054,FRANKLIN,60.0,17.1428571429,92.0,39.4285714286,,,60.0000000000,17.1428571429,73.7142857143,"7333 SMITH'S MILL ROAD
New Albany, OH 43054
(40.08715097300046, -82.78934569199964)",40.08715097300046,-82.78934569199964
2545,180001,ST ELIZABETH FT THOMAS,85 NORTH GRAND AVENUE,Fort Thomas,KY,41075,CAMPBELL,95.5555555556,19.111111111099998,35.0,10.5,32.0,9.6,20.0000000000,4.0000000000,43.211111111099996,"85 NORTH GRAND AVENUE
Fort Thomas, KY 41075
(39.07942636900049, -84.46635820999967)",39.07942636900049,-84.46635820999967
2546,180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,Louisville,KY,40202,JEFFERSON,24.5454545455,4.909090909100001,33.0,9.9,34.0,10.2,10.0000000000,2.0000000000,27.0090909091,"200 ABRAHAM FLEXNER WAY
Louisville, KY 40202
(38.24937194100045, -85.75149177699967)",38.24937194100045,-85.75149177699967
2547,180046,BOURBON COMMUNITY HOSPITAL,9 LINVILLE DRIVE,Paris,KY,40361,BOURBON,,,48.0,18.0,70.0,26.25,90.0000000000,22.5000000000,66.75,"9 LINVILLE DRIVE
Paris, KY 40361
(38.22183042100045, -84.23885258399969)",38.22183042100045,-84.23885258399969
2548,520009,ST ELIZABETH HOSPITAL,1506 S ONEIDA ST,Appleton,WI,54915,OUTAGAMIE,84.54545454550001,16.9090909091,59.0,17.7,37.5,11.25,30.0000000000,6.0000000000,51.8590909091,"1506 S ONEIDA ST
Appleton, WI 54915
(44.24837937800049, -88.40409233799966)",44.24837937800049,-88.40409233799966
2549,520038,AURORA MEDICAL CTR WASHINGTON COUNTY,1032 E SUMNER ST,Hartford,WI,53027,WASHINGTON,65.55555555560001,13.1111111111,57.0,17.1,23.3333333333,7.0,0.0000000000,0.0000000000,37.2111111111,"1032 E SUMNER ST
Hartford, WI 53027
(43.3176467880005, -88.36302040499965)",43.3176467880005,-88.36302040499965
2550,240084,ESSENTIA HEALTH VIRGINIA,901 9TH STREET NORTH,Virginia,MN,55792,ST. LOUIS,31.1111111111,8.8888888889,28.0,12.0,,,60.0000000000,17.1428571429,38.0317460317,"901 9TH STREET NORTH
Virginia, MN 55792
(47.53071243800048, -92.54768158699966)",47.53071243800048,-92.54768158699966
2551,190266,THE NEUROMEDICAL CENTER HOSPITAL,10105 PARK ROW CIRCLE,Baton Rouge,LA,70810,EAST BATON ROUGE,,,96.0,57.6,,,0.0000000000,0.0000000000,57.6,"10105 PARK ROW CIRCLE
Baton Rouge, LA 70810
(30.359741533000488, -91.09003911599967)",30.359741533000488,-91.09003911599967
2552,190081,WEST CARROLL MEMORIAL HOSPITAL,706 ROSS STREET,Oak Grove,LA,71263,WEST CARROLL,,,71.0,26.625,23.3333333333,8.75,0.0000000000,0.0000000000,35.375,"706 ROSS STREET
Oak Grove, LA 71263
(32.868006472000445, -91.38317046899965)",32.868006472000445,-91.38317046899965
2553,190114,HOMER MEMORIAL HOSPITAL,620 EAST COLLEGE STREET,Homer,LA,71040,CLAIBORNE,,,67.0,25.125,26.6666666667,10.0,0.0000000000,0.0000000000,35.125,"620 EAST COLLEGE STREET
Homer, LA 71040
(32.79392132100048, -93.06241798299965)",32.79392132100048,-93.06241798299965
2554,180069,WILLIAMSON ARH HOSPITAL,260 HOSPITAL DRIVE,South Williamson,KY,41503,PIKE,30.0,6.0,45.0,13.5,70.0,21.0,30.0000000000,6.0000000000,46.5,"260 HOSPITAL DRIVE
South Williamson, KY 41503
(37.67518281700046, -82.29699803199964)",37.67518281700046,-82.29699803199964
2555,180070,TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVENUE,Leitchfield,KY,42754,GRAYSON,51.111111111099994,10.222222222200001,41.0,12.3,16.6666666667,5.0,10.0000000000,2.0000000000,29.522222222199996,"910 WALLACE AVENUE
Leitchfield, KY 42754
(37.47278798500048, -86.28679831299968)",37.47278798500048,-86.28679831299968
2556,180115,"ROCKCASTLE COUNTY HOSPITAL, INC",145 NEWCOMB AVENUE,Mount Vernon,KY,40456,ROCKCASTLE,,,92.0,55.2,,,30.0000000000,12.0000000000,67.2,"145 NEWCOMB AVENUE
Mount Vernon, KY 40456
(37.35776703200048, -84.33649061299968)",37.35776703200048,-84.33649061299968
2557,190036,OCHSNER MEDICAL CENTER,1516 JEFFERSON HWY,New Orleans,LA,70121,JEFFERSON,26.3636363636,5.2727272727,17.0,5.1,64.0,19.2,20.0000000000,4.0000000000,33.5727272727,"1516 JEFFERSON HWY
New Orleans, LA 70121
(29.962732816000482, -90.14516481099969)",29.962732816000482,-90.14516481099969
2558,190039,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,Marrero,LA,70072,JEFFERSON,60.9090909091,12.1818181818,58.0,17.4,27.5,8.25,10.0000000000,2.0000000000,39.831818181799996,"1101 MEDICAL CENTER BLVD
Marrero, LA 70072
(29.891242948000468, -90.09580912299964)",29.891242948000468,-90.09580912299964
2559,360002,SAMARITAN REGIONAL HEALTH SYSTEM,1025 CENTER ST,Ashland,OH,44805,ASHLAND,64.44444444439999,12.8888888889,70.0,21.0,25.0,7.5,50.0000000000,10.0000000000,51.388888888900006,"1025 CENTER ST
Ashland, OH 44805
(40.858634760000484, -82.31036979699968)",40.858634760000484,-82.31036979699968
2560,360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",234 GOODMAN STREET,Cincinnati,OH,45267,HAMILTON,60.9090909091,12.1818181818,22.0,6.6,15.0,4.5,10.0000000000,2.0000000000,25.2818181818,"234 GOODMAN STREET
Cincinnati, OH 45267
(39.13666194700045, -84.50119852199964)",39.13666194700045,-84.50119852199964
2561,360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,Sidney,OH,45365,SHELBY,45.5555555556,9.1111111111,47.0,14.1,33.3333333333,10.0,0.0000000000,0.0000000000,33.2111111111,"915 WEST MICHIGAN STREET
Sidney, OH 45365
(40.28799369400048, -84.16891048599967)",40.28799369400048,-84.16891048599967
2562,360014,O'BLENESS MEMORIAL HOSPITAL,55 HOSPITAL DRIVE,Athens,OH,45701,ATHENS,76.6666666667,15.333333333299999,25.0,7.5,50.0,15.0,0.0000000000,0.0000000000,37.8333333333,"55 HOSPITAL DRIVE
Athens, OH 45701
(39.32732367000045, -82.11350244899967)",39.32732367000045,-82.11350244899967
2563,360026,GREENE MEMORIAL HOSPITAL,1141 NORTH MONROE DRIVE,Xenia,OH,45385,GREENE,65.55555555560001,13.1111111111,38.0,11.4,53.3333333333,16.0,30.0000000000,6.0000000000,46.5111111111,"1141 NORTH MONROE DRIVE
Xenia, OH 45385
(39.7000972080005, -83.92871618999965)",39.7000972080005,-83.92871618999965
2564,360035,MOUNT CARMEL WEST,793 WEST STATE STREET,Columbus,OH,43222,FRANKLIN,53.636363636400006,10.7272727273,26.0,7.8,22.0,6.6,0.0000000000,0.0000000000,25.1272727273,"793 WEST STATE STREET
Columbus, OH 43222
(39.95768289300048, -83.02111911399965)",39.95768289300048,-83.02111911399965
2565,360048,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,Toledo,OH,43699,LUCAS,31.818181818200003,6.3636363636,28.0,8.4,46.0,13.8,0.0000000000,0.0000000000,28.5636363636,"3000 ARLINGTON AVENUE
Toledo, OH 43699
(41.621185013000456, -83.61618687499964)",41.621185013000456,-83.61618687499964
2566,360055,TRUMBULL MEMORIAL HOSPITAL,1350 EAST MARKET STREET,Warren,OH,44482,TRUMBULL,40.0,8.0,16.0,4.8,44.0,13.2,0.0000000000,0.0000000000,26.0,"1350 EAST MARKET STREET
Warren, OH 44482
(41.23642880000045, -80.79875169199966)",41.23642880000045,-80.79875169199966
2567,360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,Coldwater,OH,45828,MERCER,38.8888888889,7.7777777778,68.0,20.4,60.0,18.0,0.0000000000,0.0000000000,46.177777777799996,"800 WEST MAIN STREET
Coldwater, OH 45828
(40.47980828600049, -84.63937101999966)",40.47980828600049,-84.63937101999966
2568,360066,ST RITA'S MEDICAL CENTER,730 WEST MARKET STREET,Lima,OH,45801,ALLEN,48.181818181800004,9.6363636364,37.0,11.1,72.0,21.6,0.0000000000,0.0000000000,42.3363636364,"730 WEST MARKET STREET
Lima, OH 45801
(40.740068418000476, -84.11913075999968)",40.740068418000476,-84.11913075999968
2569,360078,ROBINSON MEMORIAL HOSPITAL,6847 N CHESTNUT,Ravenna,OH,44266,PORTAGE,23.3333333333,4.6666666667,25.0,7.5,52.5,15.75,0.0000000000,0.0000000000,27.9166666667,"6847 N CHESTNUT
Ravenna, OH 44266
(41.1769802660005, -81.24599440899965)",41.1769802660005,-81.24599440899965
2570,360092,MEMORIAL HOSPITAL OF UNION COUNTY,500 LONDON AVENUE,Marysville,OH,43040,UNION,41.1111111111,11.746031746,59.0,25.285714285700003,,,0.0000000000,0.0000000000,37.0317460317,"500 LONDON AVENUE
Marysville, OH 43040
(40.23109862700045, -83.36887891799967)",40.23109862700045,-83.36887891799967
2571,360132,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,630 EATON AVENUE,Hamilton,OH,45013,BUTLER,71.0,14.2,47.0,14.1,58.0,17.4,0.0000000000,0.0000000000,45.7,"630 EATON AVENUE
Hamilton, OH 45013
(39.41528195000046, -84.57384766599966)",39.41528195000046,-84.57384766599966
2572,530008,SAGEWEST HEALTH CARE,2100 W SUNSET DR,Riverton,WY,82501,FREMONT,42.222222222199996,12.063492063499998,18.0,7.7142857143,,,50.0000000000,14.2857142857,34.0634920635,"2100 W SUNSET DR
Riverton, WY 82501
(43.0337072640005, -108.41883107999968)",43.0337072640005,-108.41883107999968
2573,530012,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,Casper,WY,82601,NATRONA,49.0909090909,9.818181818200001,23.0,6.9,36.0,10.8,0.0000000000,0.0000000000,27.518181818200002,"1233 EAST 2ND ST
Casper, WY 82601
(42.84868191700048, -106.30883023399969)",42.84868191700048,-106.30883023399969
2574,50738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,South El Monte,CA,91733,LOS ANGELES,83.75,23.9285714286,16.0,6.8571428571,,,0.0000000000,0.0000000000,30.785714285700003,"1701 SANTA ANITA AVE
South El Monte, CA 91733
(34.04802354400044, -118.04247101799967)",34.04802354400044,-118.04247101799967
2575,190160,GLENWOOD REGIONAL MEDICAL CENTER,503 MCMILLAN ROAD,West Monroe,LA,712915805,OUACHITA,45.4545454545,9.0909090909,30.0,9.0,54.0,16.2,0.0000000000,0.0000000000,34.2909090909,"503 MCMILLAN ROAD
West Monroe, LA 712915805
(32.51344557900046, -92.15514011799968)",32.51344557900046,-92.15514011799968
2576,190175,RIVER PARISHES HOSPITAL,500 RUE DE SANTE,Laplace,LA,70068,ST. JOHN THE BAPTIST,72.2222222222,14.4444444444,49.0,14.7,45.0,13.5,0.0000000000,0.0000000000,42.6444444444,"500 RUE DE SANTE
Laplace, LA 70068
(30.072516977000475, -90.51554716499965)",30.072516977000475,-90.51554716499965
2577,190242,ST ELIZABETH HOSPITAL,1125 WEST HIGHWAY 30,Gonzales,LA,70737,ASCENSION,68.8888888889,13.777777777799999,80.0,24.0,13.333333333299999,4.0,0.0000000000,0.0000000000,41.777777777800004,"1125 WEST HIGHWAY 30
Gonzales, LA 70737
(30.21079258800046, -90.93218020399968)",30.21079258800046,-90.93218020399968
